Product Handle,Product Title,Product Status,Product Description,Product Thumbnail,Product Image 1,Product Image 2,Product Image 3,Product Image 4,Product Image 5,Product Category 1,Product Category 2,Product Category 3,Product Tag 1,Product Tag 2,Product Tag 3,Product Discountable,Variant Title,Variant Sku,Variant Price KRW,Variant Option 1 Name,Variant Option 1 Value,Variant Manage Inventory,Variant Allow Backorder
속눈썹-연장-교재-템플릿,[캔바] 속눈썹 연장 교재 템플릿,draft,[캔바] 속눈썹 연장 교재 템플릿,https://almondyoung.com/web/product/medium/202401/2a1db8bbf5586441ac046a22527756bc.png,,,,,,,,,신상품,속눈썹,,true,Default,01999b22-e1d6-7258-9744-8756f5860765,39000,,,true,false
유륜-메디컬-타투-교재-템플릿,[캔바] 유륜 메디컬 타투 교재 템플릿,draft,[캔바] 유륜 메디컬 타투 교재 템플릿,https://almondyoung.com/web/product/medium/202402/5bda974da34ec85f60ca09427ba8ecec.png,,,,,,,,,신상품,속눈썹,,true,Default,01999b22-ddee-761d-922a-cf1cd29e725a,188000,,,true,false
반영구pmu-아이라인-수강-교재-템플릿,[캔바] 반영구(PMU) 아이라인 수강 교재 템플릿,draft,[캔바] 반영구(PMU) 아이라인 수강 교재 템플릿,https://almondyoung.com/web/product/medium/202411/288ce5aded18d72a09ce5015c64ab939.png,,,,,,,,,신상품,속눈썹,,true,Default,01999b22-da10-72ca-b30f-9eb8f57d571e,99000,,,true,false
페이스-반영구-교재증정-애프터케어2종-시술동의서3종-수강동의서5종,"[캔바 교재세트] 페이스 반영구 교재(+증정: 애프터케어(2종), 시술동의서(3종), 수강동의서(5종))",draft,"[캔바 교재세트] 페이스 반영구 교재(+증정: 애프터케어(2종), 시술동의서(3종), 수강동의서(5종))",https://almondyoung.com/web/product/medium/202411/fa6d20ffd0877ba0ac746bca6f1a5f88.png,,,,,,,,,신상품,속눈썹,,true,Default,01999b22-d629-72e5-b728-3b32aecc1ff9,249900,,,true,false
smp-교재증정-smp-인스타그램-피드-100장-smp-시술동의서-2종-,"[캔바 교재세트] SMP 교재(+증정: SMP 인스타그램 피드 100장, SMP 시술동의서 2종 )",draft,"[캔바 교재세트] SMP 교재(+증정: SMP 인스타그램 피드 100장, SMP 시술동의서 2종 )",https://almondyoung.com/web/product/medium/202411/967188168133b7be6b6db5e93aeff887.png,,,,,,,,,신상품,속눈썹,,true,Default,01999b22-d1b7-778d-ada1-4c4c0625ae97,129000,,,true,false
속눈썹-교재증정-속눈썹-컬-차트5종-시술동의서4종-수강동의서6종,"[캔바 교재세트] 속눈썹 교재(+증정: 속눈썹 컬 차트(5종), 시술동의서(4종), 수강동의서(6종))",draft,"[캔바 교재세트] 속눈썹 교재(+증정: 속눈썹 컬 차트(5종), 시술동의서(4종), 수강동의서(6종))",https://almondyoung.com/web/product/medium/202411/3590553d7b31c07360bb5482a43eda27.png,,,,,,,,,신상품,속눈썹,,true,Default,01999b22-cdd6-71a1-9baa-ee4ff6199250,99000,,,true,false
티나-컬링-롯드-레귤러-단품-under컬-3종,티나 컬링 롯드 레귤러 단품 UNDER컬 3종,draft,티나 컬링 롯드 레귤러 단품 UNDER컬 3종,https://almondyoung.com/web/product/medium/202501/b2197ce87dde34bd45e161eb11ed94c0.jpg,,,,,,,,,신상품,속눈썹,,true,Default,01999b22-c9a0-755e-a924-5cac4de588db,35000,,,true,false
민생회복-소비쿠폰-스티커-200mm-x-200mm,민생회복 소비쿠폰 스티커 200mm x 200mm,draft,민생회복 소비쿠폰 스티커 200mm x 200mm,https://almondyoung.com/web/product/medium/202507/afca4e98a2e43f08dec85945c8af0e96.png,,,,,,,,,신상품,속눈썹,,true,블루,01999b22-c700-77fb-b740-96a63ebada1b,10000,,,true,false
민생회복-소비쿠폰-스티커-200mm-x-200mm,민생회복 소비쿠폰 스티커 200mm x 200mm,draft,민생회복 소비쿠폰 스티커 200mm x 200mm,https://almondyoung.com/web/product/medium/202507/afca4e98a2e43f08dec85945c8af0e96.png,,,,,,,,,,,,,핑크,01999b22-c84a-71ec-9fbb-f80092ea7fea,10000,,,true,false
민생회복-소비쿠폰-스티커-200mm-x-200mm-퍼플,민생회복 소비쿠폰 스티커 200mm x 200mm (퍼플),draft,민생회복 소비쿠폰 스티커 200mm x 200mm (퍼플),https://almondyoung.com/web/product/medium/202507/05fc9d3706300bf779f501197942752f.png,,,,,,,,,신상품,속눈썹,,true,Default,01999b22-c1c2-7319-a0fe-86f02ae14a6f,10000,,,true,false
티나스타일-필로우-스탠드-작업대,티나스타일 필로우 스탠드 작업대,draft,티나스타일 필로우 스탠드 작업대,https://almondyoung.com/web/product/medium/202508/d9540590d744653005f7a1138ad3b703.jpg,,,,,,,,,신상품,속눈썹,,true,Default,01999b22-bdd4-7270-aaf7-d06885b887cb,37000,,,true,false
노몬드-색소-리퀴드,노몬드 색소 (리퀴드),draft,노몬드 색소 (리퀴드),https://almondyoung.com/web/product/medium/202410/a75a3aa383cb75376045b6b64b32d0f5.png,,,,,,,,,신상품,속눈썹,,true,Default,01999b22-b847-716e-8062-c5ea5da36983-default,15000,,,true,false
노몬드-속눈썹-영양제-투명,노몬드 속눈썹 영양제 투명,draft,노몬드 속눈썹 영양제 투명,https://almondyoung.com/web/product/medium/202411/4dbd10ab8547b17796e512cf95e232e5.png,,,,,,,,,신상품,속눈썹,,true,마스카라 타입,01999b22-b742-714a-97c9-95d171daa964,9000,,,true,false
노몬드-속눈썹-영양제-투명,노몬드 속눈썹 영양제 투명,draft,노몬드 속눈썹 영양제 투명,https://almondyoung.com/web/product/medium/202411/4dbd10ab8547b17796e512cf95e232e5.png,,,,,,,,,,,,,브러쉬 타입,01999b22-b885-7747-8a19-c9bb4d732cf3,9000,,,true,false
노몬드-속눈썹-영양제-블랙,노몬드 속눈썹 영양제 블랙,draft,노몬드 속눈썹 영양제 블랙,https://almondyoung.com/web/product/medium/202411/0cb36a2e9d839361f114a5e4c9070f6d.png,,,,,,,,,신상품,속눈썹,,true,브러쉬 타입,01999b22-b5f8-7798-9802-75a28f87977d,9000,,,true,false
노몬드-속눈썹-영양제-블랙,노몬드 속눈썹 영양제 블랙,draft,노몬드 속눈썹 영양제 블랙,https://almondyoung.com/web/product/medium/202411/0cb36a2e9d839361f114a5e4c9070f6d.png,,,,,,,,,,,,,마스카라 타입,01999b22-b735-749a-89d2-5c749c55763f,9000,,,true,false
mast-마스트-airbot-wq4913--p320-펜-머신,MAST 마스트 AIRBOT WQ4913 + P320 펜 머신,draft,MAST 마스트 AIRBOT WQ4913 + P320 펜 머신,https://almondyoung.com/web/product/medium/202411/95aa5a7c014ad9ec68354848293e5ebe.jpg,,,,,,,,,신상품,속눈썹,,true,해외 배송 (15 ~ 20일 소요)-화이트,01999b22-af84-7678-8336-8263e8e1dd35,150000,,,true,false
mast-마스트-airbot-wq4913--p320-펜-머신,MAST 마스트 AIRBOT WQ4913 + P320 펜 머신,draft,MAST 마스트 AIRBOT WQ4913 + P320 펜 머신,https://almondyoung.com/web/product/medium/202411/95aa5a7c014ad9ec68354848293e5ebe.jpg,,,,,,,,,,,,,해외 배송 (15 ~ 20일 소요)-블랙,01999b22-b0cc-779f-a015-924045fdcfc7,150000,,,true,false
뷰티샵-시술-전후-입체명함,[입체명함] 뷰티샵 시술 전후 입체명함,draft,[입체명함] 뷰티샵 시술 전후 입체명함,https://almondyoung.com/web/product/medium/202504/f015e9ca39599401664ba860139e47ea.webp,,,,,,,,,신상품,속눈썹,,true,100장-없음,01999b22-ae41-7621-8025-2905e555d11e,48000,,,true,false
뷰티샵-시술-전후-입체명함,[입체명함] 뷰티샵 시술 전후 입체명함,draft,[입체명함] 뷰티샵 시술 전후 입체명함,https://almondyoung.com/web/product/medium/202504/f015e9ca39599401664ba860139e47ea.webp,,,,,,,,,,,,,100장-명함 디자인 추가,01999b22-af85-70de-ac07-706bcb76e83e,48000,,,true,false
뷰티샵-시술-전후-입체명함,[입체명함] 뷰티샵 시술 전후 입체명함,draft,[입체명함] 뷰티샵 시술 전후 입체명함,https://almondyoung.com/web/product/medium/202504/f015e9ca39599401664ba860139e47ea.webp,,,,,,,,,,,,,1000장-없음,01999b22-b0cb-72fb-8f52-a6645f3714b2,48000,,,true,false
뷰티샵-시술-전후-입체명함,[입체명함] 뷰티샵 시술 전후 입체명함,draft,[입체명함] 뷰티샵 시술 전후 입체명함,https://almondyoung.com/web/product/medium/202504/f015e9ca39599401664ba860139e47ea.webp,,,,,,,,,,,,,1000장-명함 디자인 추가,01999b22-b20a-703d-96ff-c4e24639c50f,48000,,,true,false
비키니롯드-cu컬-full-set-7종-속눈썹펌롯드-모든-눈매-가능한-베스트롯드,"비키니롯드 CU컬 full set (7종) 속눈썹펌롯드, 모든 눈매 가능한 베스트롯드",draft,"비키니롯드 CU컬 full set (7종) 속눈썹펌롯드, 모든 눈매 가능한 베스트롯드",https://almondyoung.com/web/product/medium/202507/3a6cf2db425d9f3371859838cb00e406.jpg,,,,,,,,,신상품,속눈썹,,true,주황,01999b22-aa70-76fb-8f67-d2a16cee29db,62800,,,true,false
비키니롯드-cu컬-full-set-7종-속눈썹펌롯드-모든-눈매-가능한-베스트롯드,"비키니롯드 CU컬 full set (7종) 속눈썹펌롯드, 모든 눈매 가능한 베스트롯드",draft,"비키니롯드 CU컬 full set (7종) 속눈썹펌롯드, 모든 눈매 가능한 베스트롯드",https://almondyoung.com/web/product/medium/202507/3a6cf2db425d9f3371859838cb00e406.jpg,,,,,,,,,,,,,라임,01999b22-abcf-742f-b93f-072ece15b169,62800,,,true,false
